Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
2017-03-15 00:07:31.705,    0.002,TCP  ,192.168.220.13, 60689,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:32.053,    0.000,TCP  ,192.168.100.5,   445,192.168.200.4, 43183,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:32.052,    0.004,TCP  ,192.168.200.4, 43183,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:33.805,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.15, 37039,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:33.788,    0.020,TCP  ,192.168.220.15, 37039,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:35.931,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.14, 48380,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:35.789,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.9, 52290,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:35.915,    0.017,TCP  ,192.168.220.14, 48380,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:35.773,    0.247,TCP  ,192.168.200.9, 52290,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:36.104,    0.000,TCP  ,10002_114,   443,192.168.220.16, 55975,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:07:39.473,    0.048,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49939,       7,     654,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:07:39.458,    0.052,TCP  ,192.168.200.9, 49939,EXT_SERVER,  8000,       6,     575,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:07:39.508,    0.014,TCP  ,192.168.200.9, 49941,EXT_SERVER,  8000,       2,     120,    1,.A..S.,  0,normal,---,---,---
2017-03-15 00:07:39.517,    0.060,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49940,       7,     800,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:07:39.502,    0.059,TCP  ,192.168.200.9, 49940,EXT_SERVER,  8000,       6,     646,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:07:39.524,    1.836,TCP  ,EXT_SERVER,  8000,192.168.200.9, 49941,       7,     737,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:07:43.342,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.9, 50807,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:43.326,    0.018,TCP  ,192.168.220.9, 50807,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:44.512,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.5,  3971,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:44.514,    0.000,TCP  ,192.168.200.5,  3971,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:45.513,    0.000,TCP  ,192.168.200.1,  8081,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:45.513,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.1,  8081,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:45.929,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:07:45.820,    0.000,TCP  ,192.168.220.16, 49062,10002_113,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:46.515,    0.000,TCP  ,192.168.200.4,   668,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:46.514,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.4,   668,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:46.109,    0.000,TCP  ,192.168.220.16, 55975,10002_114,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:47.516,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.9,  1121,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:07:47.326,    0.000,TCP  ,192.168.100.5,   445,192.168.220.10, 40239,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:47.324,    0.004,TCP  ,192.168.220.10, 40239,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:47.395,    0.000,UDP  ,192.168.220.13,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-03-15 00:07:47.395,    0.000,UDP  ,192.168.220.5,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-03-15 00:07:47.156,    0.000,UDP  ,192.168.200.3,   138,192.168.200.255,   138,       2,     514,    1,......,  0,normal,---,---,---
2017-03-15 00:07:47.394,    0.000,UDP  ,192.168.220.3,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-03-15 00:07:47.394,    0.000,UDP  ,192.168.220.4,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-03-15 00:07:47.395,    0.000,UDP  ,192.168.220.15,   138,192.168.220.255,   138,       1,     262,    1,......,  0,normal,---,---,---
2017-03-15 00:07:48.779,    0.063,TCP  ,EXT_SERVER,  8000,192.168.200.8, 62988,       7,    1824,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:07:48.654,    0.052,TCP  ,EXT_SERVER,  8000,192.168.200.8, 62987,       7,     659,    1,.AP.SF, 32,normal,---,---,---
2017-03-15 00:07:48.764,    0.066,TCP  ,192.168.200.8, 62988,EXT_SERVER,  8000,       6,     639,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:07:48.639,    0.051,TCP  ,192.168.200.8, 62987,EXT_SERVER,  8000,       6,     649,    1,.AP.SF,  0,normal,---,---,---
2017-03-15 00:07:50.378,    0.018,TCP  ,192.168.220.16, 60802,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:50.214,    0.219,TCP  ,192.168.200.8, 51089,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:50.232,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.8, 51089,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:50.396,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.16, 60802,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:51.601,    0.000,TCP  ,10000_35,   443,192.168.220.16, 45893,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:51.539,    0.000,TCP  ,10001_232,    80,192.168.220.16, 50077,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:51.601,    0.000,TCP  ,10000_35,   443,192.168.220.16, 45894,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:51.580,    0.000,TCP  ,192.168.220.16, 45893,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:51.518,    0.000,TCP  ,192.168.220.16, 50077,10001_232,    80,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:51.580,    0.000,TCP  ,192.168.220.16, 45894,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:52.443,    0.000,TCP  ,192.168.100.5,   445,192.168.220.9, 37884,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:52.441,    0.002,TCP  ,192.168.220.9, 37884,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:54.769,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.4, 56978,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:54.751,    0.021,TCP  ,192.168.200.4, 56978,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:58.361,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.5, 51649,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:07:58.345,    0.019,TCP  ,192.168.200.5, 51649,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:07:58.742,    0.000,TCP  ,192.168.200.8, 49156,192.168.100.5,   445,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:07:58.741,    0.000,TCP  ,192.168.100.5,   445,192.168.200.8, 49156,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:00.165,    0.000,TCP  ,192.168.100.5,   445,192.168.220.11, 34743,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:00.170,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45941,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.170,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45940,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.195,    0.097,TCP  ,10001_232,   443,192.168.220.16, 51497,       4,     424,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.170,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45943,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.164,    0.004,TCP  ,192.168.220.11, 34743,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:00.170,    0.086,TCP  ,10001_232,   443,192.168.220.16, 51495,       5,     498,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.170,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45942,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.170,    0.090,TCP  ,10000_35,   443,192.168.220.16, 45945,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.148,    0.048,TCP  ,192.168.220.16, 45941,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.149,    0.047,TCP  ,192.168.220.16, 51495,10001_232,   443,       6,     972,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.149,    0.051,TCP  ,192.168.220.16, 45945,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.174,    0.058,TCP  ,192.168.220.16, 51497,10001_232,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.148,    0.052,TCP  ,192.168.220.16, 45943,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.148,    0.048,TCP  ,192.168.220.16, 45940,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.148,    0.048,TCP  ,192.168.220.16, 45942,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:00.821,    0.000,UDP  ,DNS,    53,192.168.220.16, 53778,       2,     565,    1,......,  0,normal,---,---,---
2017-03-15 00:08:00.928,    0.004,TCP  ,10002_113,   443,192.168.220.16, 49062,       2,    1105,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:00.877,    0.167,TCP  ,10007_19,    80,192.168.220.16, 55089,       3,     907,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:08:00.819,    0.000,UDP  ,192.168.220.16, 53778,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:08:00.819,    0.113,TCP  ,192.168.220.16, 49062,10002_113,   443,       2,    1265,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:01.193,    0.003,TCP  ,10002_114,   443,192.168.220.16, 55975,       2,    1089,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:00.721,    0.331,TCP  ,192.168.220.16, 55089,10007_19,    80,       5,    2409,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:01.084,    0.112,TCP  ,192.168.220.16, 55975,10002_114,   443,       3,    1815,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:01.085,    0.000,UDP  ,DNS,    53,192.168.220.16, 49363,       2,     565,    1,......,  0,normal,---,---,---
2017-03-15 00:08:01.084,    0.000,UDP  ,192.168.220.16, 49363,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:08:02.517,    0.000,TCP  ,192.168.220.16, 51358,192.168.200.9,  1121,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:03.668,    0.000,TCP  ,192.168.100.5,   445,192.168.200.5, 46808,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:03.667,    0.004,TCP  ,192.168.200.5, 46808,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:04.844,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.15, 37039,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:04.827,    0.016,TCP  ,192.168.220.15, 37039,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:05.367,    0.065,TCP  ,10005_36,   443,192.168.200.8, 62975,       2,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:05.356,    0.076,TCP  ,192.168.200.8, 62975,10005_36,   443,       2,     166,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:05.612,    0.000,TCP  ,192.168.100.5,   445,192.168.220.12, 49511,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:05.611,    0.004,TCP  ,192.168.220.12, 49511,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:06.372,    0.064,TCP  ,10005_14,   443,192.168.200.8, 62976,       3,     254,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:06.360,    0.076,TCP  ,192.168.200.8, 62976,10005_14,   443,       2,     166,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:06.975,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.14, 48380,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:06.918,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.9, 49194,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:06.958,    0.016,TCP  ,192.168.220.14, 48380,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:06.901,    0.305,TCP  ,192.168.200.9, 49194,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:08.359,    0.003,TCP  ,192.168.220.6, 46709,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:08.360,    0.000,TCP  ,192.168.100.5,   445,192.168.220.6, 46709,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:10.046,    0.000,TCP  ,192.168.100.5,   445,192.168.220.8, 49094,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:09.595,    0.000,TCP  ,192.168.100.5,   445,192.168.220.4, 43145,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:09.593,    0.002,TCP  ,192.168.220.4, 43145,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:10.044,    0.003,TCP  ,192.168.220.8, 49094,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:10.509,    0.047,TCP  ,192.168.220.16, 45966,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.509,    0.047,TCP  ,192.168.220.16, 45965,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.509,    0.047,TCP  ,192.168.220.16, 45964,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.531,    0.089,TCP  ,10000_35,   443,192.168.220.16, 45969,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.531,    0.089,TCP  ,10001_232,   443,192.168.220.16, 51519,       5,     498,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.530,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45964,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.530,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45965,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.530,    0.086,TCP  ,10000_35,   443,192.168.220.16, 45966,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.554,    0.090,TCP  ,10001_232,   443,192.168.220.16, 51521,       5,     498,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.531,    0.085,TCP  ,10000_35,   443,192.168.220.16, 45967,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.510,    0.050,TCP  ,192.168.220.16, 45969,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.533,    0.051,TCP  ,192.168.220.16, 51521,10001_232,   443,       6,     972,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.510,    0.050,TCP  ,192.168.220.16, 51519,10001_232,   443,       6,     972,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:10.510,    0.050,TCP  ,192.168.220.16, 45967,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:11.186,    0.000,UDP  ,DNS,    53,192.168.220.16, 50521,       2,     565,    1,......,  0,normal,---,---,---
2017-03-15 00:08:11.439,    0.001,UDP  ,DNS,    53,192.168.220.16, 46137,       2,     565,    1,......,  0,normal,---,---,---
2017-03-15 00:08:11.233,    0.171,TCP  ,10007_19,    80,192.168.220.16, 55113,       3,     907,    1,.AP.S., 32,normal,---,---,---
2017-03-15 00:08:11.184,    0.001,UDP  ,192.168.220.16, 50521,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:08:11.076,    0.328,TCP  ,192.168.220.16, 55113,10007_19,    80,       5,    2407,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:11.437,    0.003,UDP  ,192.168.220.16, 46137,DNS,    53,       2,     144,    1,......,  0,normal,---,---,---
2017-03-15 00:08:11.697,    0.000,TCP  ,10000_35,   443,192.168.220.16, 45893,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:11.633,    0.000,TCP  ,10001_232,    80,192.168.220.16, 50077,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:11.697,    0.000,TCP  ,10000_35,   443,192.168.220.16, 45894,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:11.677,    0.000,TCP  ,192.168.220.16, 45893,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:11.613,    0.000,TCP  ,192.168.220.16, 50077,10001_232,    80,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:11.677,    0.000,TCP  ,192.168.220.16, 45894,10000_35,   443,       1,      66,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:14.373,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.9, 50807,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:14.356,    0.020,TCP  ,192.168.220.9, 50807,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:17.519,    0.000,TCP  ,192.168.200.5,  6788,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:17.518,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.5,  6788,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:17.426,    0.000,UDP  ,192.168.220.5,   137,192.168.220.255,   137,       1,      92,    1,......,  0,normal,---,---,---
2017-03-15 00:08:17.678,    0.000,TCP  ,192.168.100.5,   445,192.168.220.15, 48888,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:17.758,    0.000,TCP  ,192.168.100.5,   445,192.168.220.16, 58844,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:17.677,    0.003,TCP  ,192.168.220.15, 48888,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:17.757,    0.003,TCP  ,192.168.220.16, 58844,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:18.519,    0.000,TCP  ,192.168.200.1,  9485,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:18.519,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.1,  9485,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:19.520,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.4,  2393,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:19.521,    0.000,TCP  ,192.168.200.4,  2393,192.168.220.16, 51357,       1,      54,    1,.A.R..,  0,victim,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:20.521,    0.000,TCP  ,192.168.220.16, 51357,192.168.200.9,  3766,       1,      58,    1,....S.,  0,attacker,portScan,1,nmap args: -sS -T 1
2017-03-15 00:08:21.416,    0.000,TCP  ,10002_113,   443,192.168.220.16, 49062,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:08:21.437,    0.000,TCP  ,EXT_SERVER,  8082,192.168.220.16, 60803,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:21.251,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.8, 49194,       1,     200,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:21.308,    0.000,TCP  ,192.168.220.16, 49062,10002_113,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:21.234,    0.221,TCP  ,192.168.200.8, 49194,EXT_SERVER,  8082,       2,     319,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:21.420,    0.019,TCP  ,192.168.220.16, 60803,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:21.736,    0.000,TCP  ,10002_114,   443,192.168.220.16, 55975,       1,      54,    1,.A...., 32,normal,---,---,---
2017-03-15 00:08:21.629,    0.000,TCP  ,192.168.220.16, 55975,10002_114,   443,       1,      54,    1,.A....,  0,normal,---,---,---
2017-03-15 00:08:22.826,    0.005,TCP  ,192.168.220.5, 51146,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:22.828,    0.000,TCP  ,192.168.100.5,   445,192.168.220.5, 51146,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:25.802,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.4, 56979,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:25.785,    0.019,TCP  ,192.168.200.4, 56979,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:29.377,    0.000,TCP  ,192.168.100.5,   445,192.168.220.7, 37191,       1,     108,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:29.391,    0.000,TCP  ,EXT_SERVER,  8082,192.168.200.5, 51649,       1,     212,    1,.AP..., 32,normal,---,---,---
2017-03-15 00:08:29.376,    0.002,TCP  ,192.168.220.7, 37191,192.168.100.5,   445,       2,     174,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:29.373,    0.019,TCP  ,192.168.200.5, 51649,EXT_SERVER,  8082,       2,     338,    1,.AP...,  0,normal,---,---,---
2017-03-15 00:08:29.926,    0.000,UDP  ,DNS,    53,192.168.220.16, 53964,       1,     224,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.931,    0.000,UDP  ,DNS,    53,192.168.220.16, 35887,       1,     247,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.903,    0.084,TCP  ,10000_35,   443,192.168.220.16, 45991,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.903,    0.088,TCP  ,10001_232,   443,192.168.220.16, 51543,       5,     498,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.926,    0.002,UDP  ,DNS,    53,192.168.220.16, 53000,       2,     488,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.903,    0.088,TCP  ,10000_35,   443,192.168.220.16, 45993,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.931,    0.000,UDP  ,DNS,    53,192.168.220.16, 46894,       2,     537,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.928,    0.087,TCP  ,10001_232,   443,192.168.220.16, 51545,       4,     424,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.884,    0.031,UDP  ,DNS,    53,192.168.220.16, 44836,       2,     388,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.903,    0.084,TCP  ,10000_35,   443,192.168.220.16, 45990,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.901,    0.082,TCP  ,10000_35,   443,192.168.220.16, 45988,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.902,    0.085,TCP  ,10000_35,   443,192.168.220.16, 45989,       4,     419,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.883,    0.000,UDP  ,192.168.220.16, 44836,DNS,    53,       2,     154,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.881,    0.000,UDP  ,192.168.220.16, 53964,DNS,    53,       1,      73,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.880,    0.000,UDP  ,192.168.220.16, 35887,DNS,    53,       1,      91,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.889,    0.000,UDP  ,192.168.220.16, 53000,DNS,    53,       2,     146,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.880,    0.044,TCP  ,192.168.220.16, 45988,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.882,    0.049,TCP  ,192.168.220.16, 45993,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.883,    0.048,UDP  ,192.168.220.16, 46894,DNS,    53,       2,     182,    1,......,  0,normal,---,---,---
2017-03-15 00:08:29.880,    0.047,TCP  ,192.168.220.16, 45989,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.881,    0.046,TCP  ,192.168.220.16, 45990,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.881,    0.050,TCP  ,192.168.220.16, 45991,10000_35,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.908,    0.051,TCP  ,192.168.220.16, 51545,10001_232,   443,       5,     906,    1,.AP.S.,  0,normal,---,---,---
2017-03-15 00:08:29.881,    0.050,TCP  ,192.168.220.16, 51543,10001_232,   443,       6,     972,    1,.AP.S.,  0,normal,---,---,---
